query,ids
6578,[ 3428  9903 15251 21939 13377  3514 12064  7564 15051 16648]
6579,[10690 20344  4858  9325 17773 10739 16654 18115 12059  3604]
6580,[22691  8540 14147  8463 18837 19951 15507 13460 14735 21891]
6581,[ 9724  1960 20158 14928  4878 16489 10989 22452 16092 10777]
6582,[ 5736 18684  7550  7400 17317 16426  4051 16193 13532 14063]
6583,[22219 16748 15849 19350 16985 11250 19459 19653 18085  6585]
6584,[ 1234 17106 18426 14843  6023  2244  1380  6563 14734 17453]
6585,[20876 12479 14644 11863 17763   344  9055 19242  9660 11358]
6586,[10663 16756 20143 17351 19244  9433  5451 17782 11456 16296]
6587,[19163 20603  8783  6020  1594  4972 20783  4314 22609  1640]
6588,[ 8718 16249  7462  5829  3332 19620 20308 17449  8171  4670]
6589,[ 5403 12462  3095 19943   840  8041 10301 19018  2687  4373]
6590,[18602  6225 16705 20418 15923  7973  8218 16110 16858  9469]
6591,[ 7950 13217  8992 14104  4213  7123 19953  9657  4016  1547]
6592,[ 6771  4870  4892 16241 20485 16757 14790 13007 10830 19047]
6593,[ 3437  3916 16347 18551 10071  8299  7985 12472  2077 21683]
6594,[ 2714 21140 19532 16766  8816 17773 11426 19154 20523 16076]
6595,[21466  1198  3134 14315 11788  1916 18571 19224 13443  9762]
6596,[ 5048  4960  7248 21803  8605 13550 17385  3649 10118  7124]
6597,[ 8501 18369 11953 10382 14843 12622  8167 11593 12733  9225]
6598,[ 6188 14580 19379 10766  6628 10764  4913  3359 22641 18494]
6599,[ 7586 11643  5551  9334  5489 12544 21489 19244  9515 11123]
6600,[22413  8474 12318 12490 13617 11513 12286 14179 19811  2194]
6601,[19244  5551 11643  3383  1013  9334  5489 22284  7586  5488]
6602,[ 9378  2705  6433  9647  3672 22506 15927 14288  8085 20623]
6603,[14067  1814  3986 20651 15965 15596  1513  8401  9956 12523]
6604,[ 2140  3801 11530 11278 13894  6576 17914  4293  6611  8121]
6605,[ 1875  9133 20701  1135  8197  1941  7928  9820 13043 13532]
6606,[12199 21366  9380 18908 22052  5836   788  9404  5450  8052]
6607,[ 6839  2362 17745 19916  8293  5715  6944 14359  8137 22145]
6608,[ 7242  9080 15272 21981 12697 10937 16125  8228 12286  9165]
6609,[13274  3209 13490  8518 18240  3419 20989 11467  4195 16507]
6610,[13082  9483  4512 16168  7407  7069  5412 20523 19679 11008]
6611,[18056 10530  5199 12350  4810 20733 14031 19737 15447 18917]
6612,[22575  2476 16188 18318  5132 14408  3123  3789  1734 12029]
6613,[13371 16193 17317  7550 17220 18060 12789  5736 13793  8197]
6614,[17965 12798  7246 13623 10119  7207 15823 15824 11001 16292]
6615,[20608  4582 21918 17038 17214  9763 14462  1939 20880 13370]
6616,[12336  4757  1371 20653 13062  2820 12285 16789   953  2339]
6617,[17782  7407 16756  2011 14676 14651  1110 22097  9406 10289]
6618,[ 6704  8632 19747  1874 13967  2233  4757 18899   868 12484]
6619,[ 9935  4688 11454 11551 13865 20677  1505  4446 20895  2315]
6620,[ 1571  5460  2476 18695 22011  2701  2233  5722 16188  4249]
6621,[18494  1167  2621  4941 11587  8753 18552 13531  5574 17379]
6622,[  765  4528  1316  2552 18926 18070 17037 20187 14541 12166]
6623,[13458  7242 15253 13828 20840  5783  9165 12468  8769  4960]
6624,[12164 17770 10716 11186  7160 15180 12165 21264  9385 17785]
6625,[16347 15342  1608 13371  5736 16193 20203 20964  1966  7400]
6626,[ 6542 20925 20403  8751 17949 17860  1834 22400 11142 17291]
6627,[ 8615  1777  1787 14092  5360 15846  4379 15863  9020 22434]
6628,[10487  2304   651  4763  1055 22276 19679 13855  9146  5178]
6629,[15980  1701   359  8141  3453 17157 18970 18756 10673 11724]
6630,[13879 13140 13253 16036 11463 21443  1937 16371 13141 11508]
6631,[20571 19867   711 14889  3859 15942  9209 20185  4892 15766]
6632,[22052  7791 16775 12199 16683 21366  5520 22007 12153  5836]
6633,[ 9482 21001  6312  9362 12914  7262 12283  7255 12033  4882]
6634,[16154  7973  8218  6225 16017 18602  4800  3817 18142 21458]
6635,[17160 16498 15821 19334  4526 10687 14005  8650 10192 16905]
6636,[11552 15252 21966 22113 15970  7617 12272 23006 22621 21114]
6637,[21813  2726 14312 11775 10522 16161  9762 18764  7341  2732]
6638,[ 4700 15303 22373 13883 12794  2506 18566 12179 15271 22393]
6639,[ 9388  3604 17773 10690 19080 12130 17793 16654 20344  4858]
6640,[ 8930 12475  1577 13118  1748  1749 11820 19932 12975 16726]
6641,[16247 17962 13572  1640  3451 15915 16399  6503 16376 13219]
6642,[ 3817 12890  9657 18142  4216 22196  6451  7950 16154 19953]
6643,[ 1949 22351 20108 16449 13017  5729  1519 12945 16053 16495]
6644,[20609 10623 19693 11167  5178  6225 16552 22800  7973 19620]
6645,[16021 16553 20215  8343 16440 15879  2729  5026 16130 15308]
6646,[17300 22071 18096  2490  7516 16567 21995  1746 16516  6628]
6647,[18084 12542  3985 19669 22018 13467  6927 15935 21287 11675]
6648,[22706 16553  3728 16125 22996 15601 16315 15904  4158 15879]
6649,[21373 17633 19301 21292 16030 22575 22158  5735  5593 12059]
6650,[ 9751  4166 14575  3735  6715 15930 22614  7248 20149 15342]
6651,[12902  8648 17129  4543  3356 20723  7283  8544 18856 16413]
6652,[ 1814 15596  8401 20964  5052  8662 16207 13955 14428  9695]
6653,[ 6596 20560 10894  8271 17339  7671 10638 12920 13692  6216]
6654,[13686 10217  1036 17234 14676  2701 22211 10289  5882  2716]
6655,[16547 22336 17928 10923 16810 13436 20541 11643  4563 12408]
6656,[ 9751  1966 14575  4071  3198  9814  9469 11740  6225 16705]
6657,[11551 16554 13082 19679 10977 15904  9146 14298 13810 10623]
6658,[ 2104 19242  7411  4601  1274  1661  5472 19281 18970 18089]
6659,[11439 21790 20994 16873  6058 22288  4306  2712  8237 15496]
6660,[16486 11315 16307  4313  8729 16905 19334 15838  3965 17412]
6661,[ 7655 14997 16855  8591  5689 10006 19200 10623  2236 12449]
6662,[ 4249  1305 11123  9359 22011 22575  2680  1571 11539  2476]
6663,[15342 20203 20964 16347 16193 10313  1608 13371 16426 13955]
6664,[20129  2346  7721  4569  3435 19198 18764 13948 14004  3438]
6665,[10193 16553 11267 16462 11585 11734 13039 15904 14257  5655]
6666,[14774  9644 12654  6207 18178 18940   334  9531 21389 17788]
6667,[19941  2103 16437 15942 20108 17931 16113  5729 16449 16036]
6668,[20292  7538  6944  1202  2400 18208 19555  9845 12179 22747]
6669,[  849  8000  1171  5047  2671  2439 17064  4886  7044 15226]
6670,[16850 22416  5439 17257 21636  1132 10475 22519  6526 21181]
6671,[ 2282 10003  5797  1176  1847  3262 15435 19384 12461 14907]
6672,[12833 17651 17004 21961 16274 14128 16794 13831 11424  1368]
6673,[13082 19962 10425   615 12218 16908 16168 16883 17843 17180]
6674,[12492 16273 13811 10808 22359 20713  6357  8531  8121 17914]
6675,[16315  3270  4158 12318  7426 13526 10418  1710 10139 14298]
6676,[ 8085 15335 12159 11259  2577 13790  4947  3095  8263   840]
6677,[16705 16467 20418 13743  9469 19958 16522 15923  5655 15531]
6678,[14851 16168 15904 14298  9146 12718 10425  3270 19198 16554]
6679,[ 8082 13616 11780 12333 16991 10979 17915 21180  6023  3419]
6680,[19383 18398  2605 15102 18576  1941  5622 13158 12729  6824]
6681,[18728  2167  1617  2961  8953 20360  9087 16899 11304 14526]
6682,[15323  7903 14921 19951 15078  6804  5749 13379 15271 19186]
6683,[15379  8992 12674 21803 14104 19956 22479 19447  1167 19953]
6684,[ 5645 12221  4237  3733 19669  7183 10268  6851 14099  7079]
6685,[ 8875  4614 17177 16907 14709  9222 18880  3118  3460 22799]
6686,[21458 15739  4669  6225 16154  3013  9967  4013  8816 18230]
6687,[14967 15904  8145  4642  4800 16076  2326  9146 11322 13240]
6688,[ 2236 13994  3082 19064 16044 22764 10071 18060 16285  3198]
6689,[ 4093 15087  2077  1683  7514 18465 11358 14730 12101 12648]
6690,[19831 13370 20676 13471   599  4924 19929 19545  1871  2078]
6691,[10153  8683  4904  7732  4110 20484 13717 20308 17449  4366]
6692,[19552 12636 14536 14406 21673  5826 22298  9510 21704 22370]
6693,[ 3735  6849  4166  5048 20603 15600 16247  1594 16399  6725]
6694,[18603 16912 19047 20925 21592 17190 22104 16253  8138 13007]
6695,[18088 21868  6878 12550 12794 13883 22164  4037 15440 19605]
6696,[  642  2152 21300  1763 21804 21381 21736 16186 11086 21638]
6697,[16806  7594  5695  7955  3014  9890  8078 21221 22600 13466]
6698,[ 2116 12684 14790 16208  4477  1965 11260 12301 21026 11701]
6699,[16440 16021  2729 16130 13253 16103  8343 13879 16371  4870]
6700,[ 4349 19027  4171  8964  3865 10574 13862 11621  2397 21670]
6701,[22211  5882 17843 14676 16644  9348 12070  2736 12218 18115]
6702,[ 7461  4609 11258 20961  7273 14389 10916 20666 16493 10949]
6703,[11558  8391 15388 10701 20653 13240 21692 18642 13217  8816]
6704,[11585 10977 15904  4728  3217 10802   651  4727  5313 19565]
6705,[13609  6246 18567 18870 16947 12396  8134  7220 22478 15189]
6706,[13810  4157 16616 22156  4717 16125 15601 15904 19064  5655]
6707,[18597 19027 10827  6462  4391 22355 19327  3947 21862 18943]
6708,[15210 17823  3052 19305 19728 13376 21462  2006  6934 21396]
6709,[14732  7708 22801 11447 13964  1902  5482 14769 17837   771]
6710,[19079 17793 10739 16076  2714 22211  6672  9368 17773 12178]
6711,[ 7207 13371  4878  2064  1608 16402 16305 16207  6928 21952]
6712,[ 9534 23157  8162  7536 17262 19692 12192  2790 23008  5420]
6713,[ 1013  2716  2714 16296 11479 17714 12178  9348  5882 19244]
6714,[ 3017 16801 20561 13145 10286 19901  9922 17372 14982  9929]
6715,[19583 13470 21843 10221 14207 20610 10237  4153  4756  6600]
6716,[17773 18115 11426 20344  3604 16766 16685  9325 16654 19864]
6717,[ 1893 19451  5362  1208 20327  4196  7034 22616 13057  8280]
6718,[18476 21840  8966 10263 10825  7074  4675  8579 14283  2795]
6719,[12159  1207 10371  6796 13621 13151 20881   901  6925 19943]
6720,[ 2890 16572  1563  1234  7434  4572  1599  9003 10011 19668]
6721,[ 7627 10153  4670 13810 20129  3375 19565  3332 11656  6725]
6722,[ 3865 16447 20208 11652  3862 20053 15601 16130  5938 12500]
6723,[ 4049 16452 13033 22104  3858 16253 13162 16568  3120  7296]
6724,[13810  8708 18040 20609  3198  4366 20143  5655  9814 16552]
6725,[21012  3705 17334 13519   905 17410 13436 11362 10494 10418]
6726,[13509 19500 13459  5655 12442 19349  3089  2956 18040   728]
6727,[19989 19990  3986  2381 10293  1529 10313  7080  2695 20964]
6728,[22211 12218 17843  5882  7407 19098 17783  9348 14676 18115]
6729,[13793 22036 18210  8668 16757 16639  8401 13585  4904  7514]
6730,[18596  7951  8518 18113  2204 22031  7817 22727  6744 10969]
6731,[ 8556  4049  2382 16568 17951  8081  7471  4690  4881 18571]
6732,[18156  7822  7985  1947  5930  2508  3677  7070  1680  2907]
6733,[ 3212 16193  8833 18684 13532  7550 16564  4051 16295  5736]
6734,[ 1935 13955  4313 13722 20360  4036 16802 16639 12792  4870]
6735,[13287 19965 20431 10651 10164  2598 20799 21708 19614 12354]
6736,[ 5469 19673  2959   875 18764 17832 21466  2581  1588 11517]
6737,[18274 10699 15746 19215  3121  4177 12454 18089  1348  1274]
6738,[ 9789 18887 18926 20142  4963 21452  9339  9235 17820 13154]
6739,[ 7808 11286 22997 17515 19629  5222 13055 14531 18763 11867]
6740,[19383 20498 17037  6941 19593 14375  9820  7120 17291  8197]
6741,[21702 21233 22459  8953  4093 15521  6322  7816 13625 10778]
6742,[16681 16720 10126 11023  6440 17064 17927  1659  8387 12180]
6743,[ 1586  1207 11529  6542 18665  5916  2739  8730  5232 10990]
6744,[ 3862 10620  6462 15487  3079  1235  3865  3858 11476 11244]
6745,[ 8258 21541  6045  4041 15970 17398 11353 14392 10969 18543]
6746,[ 4601 19242  2313  8927 11358 22588   890 17059  4445 12789]
6747,[ 8088 21211  2237 19620 17932 10353  2393  4670  5690 11264]
6748,[22126 10026  9665 12974  7828   303  4860  9123 22211 10700]
6749,[18507 12499 10289 20143  9860 16030  1567 12734 17687   868]
6750,[ 2405 13057  7978  8367  7291  9640 21918  7388 17974 22944]
6751,[17470  5449 17928 18642 16547 22336 20541  7324 17466 18627]
6752,[ 3604 17773 16654 12130 19154 12120 10744 19864 10690 19080]
6753,[  615  9123  4860  7828  8828 19962 18627 22523 16883  4642]
6754,[ 8822 18460 16802  6210 13743  4366  7180 19667 13722 20108]
6755,[12063 21481  5850 18825  9405 15356  3392  9589  4960  4776]
6756,[ 7903 20072 12192 20056 11382  5749  6904 12600  8377  4810]
6757,[19383 19593  6903 15102 19813 14375  6434 18666 19994  1078]
6758,[15501 17372  9929 19901  2009 14208  6922 17276  3111 18454]
6759,[ 5985 15238  6200  9340  3545  5478  3535 12182 21308 17816]
6760,[17773 16654 19154 18115  3604 10690 11501  4858 16685 20193]
6761,[10016  8263 15261 17282  7030 23163 17262  2006 10415 19856]
6762,[16045  9627 23124  1183  8436  1384 15770 20741 16736 10618]
6763,[16553 16462 15904  9752 10945 16125 14064 13957 14179 11585]
6764,[ 3429 16685  7755  2714 17773  5496 16766 11402  9352 19134]
6765,[  651 10432  3947 16553  8993  4670  8481  9752 20789  4579]
6766,[19765 16457  1201 15193  6771  8649 20485  4892  7957  4550]
6767,[ 2381 19989 10989 10293  9514 16510  7080 20158  2695 19940]
6768,[13017 12234  7550 13371  4059 12789 20142 12945 19548 10388]
6769,[21304 21394  3695 17783  3658  3613 16644 20990  9336 19098]
6770,[ 3604  4858 19080 17341 17772 11723  3083 17773 21168 10690]
6771,[ 4673 10393 13076 22216 22977 22605 18232  5048  5938 16079]
6772,[12458  2457 11492 10174  3406 10679 22037  2622 15962 16806]
6773,[13743 20970  6210  4366 16467  8987  5655  7180  3375  4870]
6774,[ 3728  3375  5655 11267 15531 13039 19324 16616  9751  4717]
6775,[ 5714  7774 21330  8029  5571  5486 20182  5484 16692  7073]
6776,[19198 20762  8599 17843 11479  6643 19962  2714  2185 20541]
6777,[17703 16852  6721  6061  1303   880  2082 16343 17961  9223]
6778,[ 2717 17410 13985 13686  1036  3123 17234 17714  2716 10217]
6779,[ 7602 14875  4149 13577  3649  7124  9751  5655  5573 19672]
6780,[16268 16168 13082 11551 10945 15904  7426 17962   846  3270]
6781,[ 8185  1729   765 21137  3211  9377  4069  2619 15937  1730]
6782,[20484  7188 21774 10408 17055  4737 20925  4994  1924 17949]
6783,[11396 21393 17385  9734 14766 11644 10764 15976 11025  8064]
6784,[23162 22939 17064 19590  6255 17915 10878  1930 14849 20932]
6785,[20206  4745  4179 13692  6734 23037 20841  5311 20358  4349]
6786,[16522 13572 15830  1975  1500  7973 15923 18997 10489  2304]
6787,[ 1051 15039 10494 12408  1571 20698  5132  2233  1575 10787]
6788,[17862 14389  6710 15068  1893  9772 19451  3075 12551  2433]
6789,[ 6045 21541  4041  2416   957  3027  1327 13963 17676 16928]
6790,[22211  1013 11501 17714  2714 21394  2716  5460 18115 16296]
6791,[ 2381 19989  7080  2722  9514 19990  2695 10293  4836  3986]
6792,[16900  8795 22792 11988 22946  4339  6671 21719 15361 11507]
6793,[16894  6280 22210 10301 12666 17010 12439 12550  6878  3846]
6794,[ 9907  7768  9325 16766  2736  6288  2716  4858  2714 19602]
6795,[20816 23160  1212  4569 11460  6250  5142 13030  3438  6112]
6796,[15967 13627  3801 17135 11278  4340 11092 13894  5884  6576]
6797,[22700  7163 13609 16759 19705  1847 19955  3760 11497 18567]
6798,[ 8256  4237  3733  8418  8642  4647 19021  5645 10865  6851]
6799,[13376 13812  9370  2624 21294 19184  5846  5450 15663  3417]
6800,[ 4858  7768 10690 19602 17773  9325  9388  7780 20344 17793]
6801,[20152 16205  1442  3995 11006 17653  4049  8779  9621  4012]
6802,[ 4032  9469 16581 20418 16705 15695 13865 16578  8218  4132]
6803,[ 8280 22948 11974 22763  5211 18023  3080 14055  6542 19050]
6804,[14205 12874  7525 12645 13879 16372  2707  1594  6456 11508]
6805,[13800 12984 20149 18551 17152 10664  7120  5622 10654  2529]
6806,[ 1662  8090  1927  1571  1874  1553  1305 12734  6422 16188]
6807,[19273  1087 15717 12737  1853  5428 21295 17755 21265 16089]
6808,[22615 16775 14293  8641 22052  4527  1661 23055 20950 15226]
6809,[18306 18571   914 14279  3360  5469 16382  2883  6021 13374]
6810,[22211 16168 18115  4512 22117  2714  7407 17180 19532  9907]
6811,[ 4445  4986 16775 16930  3082  1968  4059 22052 11528 13104]
6812,[ 8617 16289 16315 16164 15830 13810  4158  2707  3270 11656]
6813,[ 8603 22818 21485  7038 19588  2578  7975  4153 19513  7355]
6814,[19451  6433 17897  2345 18109  4359  8007 15927 20900  1526]
6815,[16581  8351  9469 20396  4032 16247  9209  6715 20756 16399]
6816,[12028  2939 19176 19497  3807 18859 13375 18194  4986 19215]
6817,[16933 16978 21748 22626 17995 20881 20950 17831  7478  5665]
6818,[ 7514 16757  7928 13793 22036  2339 16333  9700 18720 18060]
6819,[17364 17299 19192  3807 12188 16422  4986  4132 18194  4508]
6820,[20747 18362 18576 19004 11312  3845  8695 19383  1941 14056]
6821,[12192 20935 12182 18555 17174 20289  7903  5334 21368  6631]
6822,[19811 18143 15870 10945 16074 16460  9904 11513 20237 16462]
6823,[ 1925  1933  4187  3085 18473  7975  6011 15254  1549  9808]
6824,[ 6288 11643 14408  1036 11169  2717  5132 12408  9515  2736]
6825,[ 6672 10739 15073 14575 16989 18902  1966   890  5470  7247]
6826,[ 3428  3514 13377 12153 13270  5455  9384  3533 17804  9908]
6827,[14462 20757 16223 10285  9647 17193  8953 10687 18221  8125]
6828,[ 4681 18232 13219 20787 18756   711  7279 12855 22356 18313]
6829,[ 3965 13611 19162  4313 11463  5355 16802 12535  4332 11315]
6830,[18115 22211  5882  2736  2714  2716 22284 13985 16644 11169]
6831,[19133  7329 17152  4913  6775 10766  9555  6335 17319  2508]
6832,[ 5644 13451 21898 11673  9454 15041  9467  8171 13811  9835]
6833,[20361  9536 21443 18043 14472 16455  4481  6117 12535  8547]
6834,[12590  4032 10119 22753 16581  9824  5736  8351 18684 13532]
6835,[ 4689  2701 17234 18470  2346  4669  1051 22269 11479  4200]
6836,[22370  8088 21949  9447 10252  9119 13155 18040 10153 17792]
6837,[17836 16745  4963  3201  4674  5236 19322  4399  6675  1466]
6838,[14090  4986  3121  4177  9480  4445  3082  7411 20142 17296]
6839,[11236  8688 12253 12501 21977 17152 13625 16307 18246 16295]
6840,[18684 16193  5736 17317  8833 16285 10388 17245  7400 13532]
6841,[19269 22788 21481 17838  7411  4633  7708  9395  7564  5236]
6842,[ 3273   628 18997 14375 15524   728  1583  1866  2023 15827]
6843,[13007  4424 19047  6210 16241  7180 16912  4870  2729 10830]
6844,[ 3789  1305 17045 13116 10923 22575 16188   704  7586  1575]
6845,[21211 17974  4580 11476  4315 10885 16756  5196 13948  4477]
6846,[15904 10977 13015 19019  9146  4800 16554 20192 14298 19565]
6847,[11466  5496  5567 11809 18115 18859 17401 16766 17355  5846]
6848,[21820 14943 10344  9428 10612 22422  8659 19956  8474 10125]
6849,[15746  9799  8134 20835 13822 22764 13994  6607  4969 12991]
6850,[16506 16130  8351 13154 16371 16757  9209  3838 20756 13879]
6851,[15600 15830 20789 14179 10937 16372 18196 16616 12490 13168]
6852,[13810 16616  2025  4717 19064  5655 13945  8708 16858 16139]
6853,[14554  3806 20185  9051 12005  7829  5360 11955 20152  9742]
6854,[ 5874  7602 15392  3649  8605 13039  5499 14536 18552 14292]
6855,[ 6607 13994  4200  8299  5461  6775  2236  8134  3353 19036]
6856,[13039  4166  8351 18995 20756  4717 16399 16315 15600 16247]
6857,[22680  1374  2086 18389  6941  2919 22461  4648  1727 22269]
6858,[19047 13007 10830 16241  2729 17880  8212  8343 10776  6210]
6859,[ 5829  8718 11028  9156 12485  3332 19531 14368  7462  2547]
6860,[17466  2151  3441  2346  3837 18470  4110 19198 20541  4569]
6861,[14997 16986 14875 16855  8591 15227 19956 13555  9751 13577]
6862,[ 8222 16534  4904  7309 20127  8584 13098 15362 12747  8117]
6863,[19047 16912 13007 16241 18603 11033 11532 10830  6210 10776]
6864,[19728 12350 10045  2834  9360  5468 19173 20733  7783  3347]
6865,[13298 19081  8900 17813 13116  2684  5003  2544  3677  2257]
6866,[ 3865 16553 16125 16462  4157 15601  4386 19029 15656 12334]
6867,[ 7554 20925 13030 21582 17917 13162 21774 10391 17302 14466]
6868,[17532 16698 13379 12417 14703 10660 15323 12073 20072  3460]
6869,[12277  7817  8129 21649 12442 16931  4942 21139  4313  8259]
6870,[15904  9752 11551 13082 19679 13957 20789 11734  8993   651]
6871,[19027 12994  7441 10827 10808 18597 20713  4745  4179  4821]
6872,[14712  1644  8774  5600 11391 14315  4079 15120  4690 13443]
6873,[13039  7525  4717 16440 13879 16518  5048  8649  8605 15193]
6874,[ 6799 14594 10244 12407 22818  6621  5738 20544  4187 11830]
6875,[ 2346 14676 10289  2185 16908 17068 19962  5882 10217 13686]
6876,[18603 14526 21592 10071 13955  8138  1683 15616  4836  8953]
6877,[20970 18470 13859 12729  8599  2315 16208  3082  1331  1859]
6878,[16553 16462 16021 15308 16103 13039 16125 16390 15830 10193]
6879,[10528 18577  5930 20876 14376 13217  1547  1680 18156  3058]
6880,[14741 15980 18973 20088 14739 11488  1227 14023 20511  6000]
6881,[22685 10767 10825  4385  5571 19082 10186  4580 18578 14651]
6882,[17234 17714 11169  5132 13686  2716  1036  2701 13985  2736]
6883,[16312  5711  2137  1542  2118  4592 15362   809 15100  2340]
6884,[17628 17728 20088  5841 17152 20606  7447 14023 23028 22794]
6885,[16241  6771 18886  2729 11033 10776  8649 13981 16077 10620]
6886,[13810  4717 18602 15531  5655 20970  9469 16139 16616 16110]
6887,[ 8816 16766 17714  9325 12059 20344  2716 11643 16524 19532]
6888,[16103  6091 16372  7182 12874 16393 22049  6261 16517  2707]
6889,[12218 19962 17843   615 13082 16296 16168  1550 16908  4860]
6890,[ 2526 16310 21819 12741 18475 10141 22172 22266 10017  9978]
6891,[ 8880  6725 10739 19064  3198  7247 14575 13577  6942  6689]
6892,[ 7975 13919  4756  2622  1872 20321   290 15696  7038  6337]
6893,[16524 21140 17793 11479  6003 16296  4689 19602 16908  2701]
6894,[ 9325  9907  8816  4669  6427  2714  7768  6704 11643  2716]
6895,[21734 15495 20200  6216  9074  6834 12920 20055  6734 21073]
6896,[21983 20907 21503 10778 22709 21243 21848 23084 21238 21233]
6897,[ 9633 21173  9256  7801 21008  7677 10931 11924  7995  7522]
6898,[16912 16241  8138 10285 19047 20925 17931 10776 13007 18603]
6899,[13955 20360  3029 16347  1683  7015 22817 17988  8953  5031]
6900,[16581  9469 16820  6715 20149 20142  8197 20396  7400  4032]
6901,[10894  5309  8271  7144  6596 20935 17339 10638  5323 22042]
6902,[ 1994  4419 12135 14307  7460  7624 21335 17865  4615  1096]
6903,[ 6335  7293  6440  6229  2118 18103 13490  2745  7424 17152]
6904,[13394  4569  2346  7721 18367  1507  2151  1331 13948  5196]
6905,[17398  9755  8859 13010  2473   764  7406 20636  3027 21053]
6906,[17037  8197  8927 22588 16139  9321 20142  4669 20498 10855]
6907,[18040  9447 13684 21949 13717 20143 15739 20609  2236  8088]
6908,[17640  9640 22944  8367  7978 18123  1962  7388 20025  6118]
6909,[ 6828 12561  2282  9025  7471 12000 17961 11391 15056  2952]
6910,[  791   681  8765  5671 20261  4360  9767 15454 13600 13586]
6911,[ 9141 15524  7207 10119 21453  9824 22753 16247  3273  9469]
6912,[ 5031 19989 10293 16510  3986 16551 11023  1608 10996  1529]
6913,[ 7179  3089  4904 13793 16135 10133 13585 19500  9902 22452]
6914,[10133 16339 16135 12483  9110  7765  4878 19500 13585 12991]
6915,[22269  3120  9621 11715  1181 13158 10071  2511  3082 10616]
6916,[19047 13007 16241  6771  4424  2729 10830 10620  4870 13981]
6917,[16581 18434 16807  4032 16247 17965 16399 20756  8351 20396]
6918,[ 2716 11479 21394  2714  3695  2701  4689  3613 17234 21304]
6919,[17129 12902  8648 20723  4015  9649 19653  3356  9457  3149]
6920,[ 8293 15205  2014  8137 23101 11522 14359  3124  2839 12808]
6921,[ 4032  5736  9469 16247  8783 20396  6715  6725  6849 22614]
6922,[20053  3865  8964 13316 22093 10393 11310 15798 15601 16447]
6923,[ 4016  8992 17748 12674 10790  2210 15379 14104 13978 20977]
6924,[15739  4940  9751  4013 15073  3198  3735  3631  6607  9814]
6925,[ 9692  1738 12816  1578 18997  7224   910 12285  3020  1702]
6926,[ 1643  1698  1389 13010  1642  1544  2502  1058  4101  9755]
6927,[ 5736 16544 16347 20970  7400 15342 16757 16820  4051 11740]
6928,[12792  7188  7105 11312 16223 20324  7201 17931 17291 18168]
6929,[11629  7273 13859  1206  9479 10408 17932   599 22054 19673]
6930,[ 6974 22479  6966  9580  4960  9828  9577  9971 22792  5783]
6931,[11523  7710  7828 18627  4569 13394 22523  9123 12061 19603]
6932,[ 1717  1767 15747 22428  1069 18577  9820 10438  1656  8460]
6933,[ 9478  5676  6353  7995 21970 16389 10931 17178  6653  3014]
6934,[17379 10761 20511 14104 19672 19761 16989 15227  1580 20356]
6935,[ 7554  8683  6210 20970 10153  5026 16241  4366 20215  8343]
6936,[ 5313  4727 19019  4728 10977 16552  8791  1506 17914  5035]
6937,[16506 13793 16333 16757 18210  7514 23010 13509 18398 16371]
6938,[21803 10790  3649 13987 17341 21281 13555 12674  2210 10874]
6939,[18060 16426 17245  7635 13371  5736  7400 15342  7550 20203]
6940,[20925 10776 22104 16253  3120 17190  2314 21592 19831 11312]
6941,[17410  3705 16090 10147  9483  5335  2326 11362  5882 22097]
6942,[21462 21957  6271 15210  2061 20437 14670 15112 17553 12202]
6943,[10151 19004 10400 10252  2705 21040 11547  6775 22616 18551]
6944,[18597 19027  4179  4821  4391  9070 14768 17396 11624 21862]
6945,[16310 22351 19994  1960 10017  7728  1436 14375 11459  7179]
6946,[15028 16648  5332  8058 14667  9903 19183 19143 22165  3537]
6947,[13865 12274  2705  1505  3437  4379  4400 16769  3438 15839]
6948,[11092  3862  3858 19871 10391  3859  3814 18463 13981 16579]
6949,[11655 13613  7892  3797  5197 10898 12463   593 10216 17951]
6950,[17454 15281 12645 21810   309  4905 12851 21803  7602  7248]
6951,[19080 17772 14597  3604 20356 21375 12059 12178 10739 17763]
6952,[ 3017 16801 15506  9922 16024 10286 18002  1749 13145 14982]
6953,[ 4757  1392  7446 11402  6359 16810 12121  2736 11558 16188]
6954,[12729  4689  6776  2151 13686 16030  2346  1633 17234  6446]
6955,[ 7655  2236 16328  8591 10006 13684  6947 13978  1859  4016]
6956,[ 3251 17565  6719  3722  5408  4620 18339  9656 10368 15987]
6957,[ 1567 15739   868  3198  4669  4200  4940 12484 22764  6422]
6958,[18385 10699  5421  8941  5050 20835  5653 18089  1274  2245]
6959,[22261 18982 10229  1837 21556 12922   894 14318 19821 10837]
6960,[10070  2871 22810 15362 14591 10104  2340 16789 18974  5930]
6961,[ 9334 18272 18763  5489 13298  5551 19127  3383  5488  3462]
6962,[19032 18230 17442  1614  9967 20751  7324  3837 19693 17351]
6963,[ 1058   772  2494 10172  4100  4859 21922  2830 14998 18900]
6964,[18870 10486 22475 12694  3785 19855 22961 10328  4099 18926]
6965,[17163  4864 19513 12938 20636 11985 11856  2677 11964  8258]
6966,[ 7247  5653  6537  9751 14575 15227 13713  9447  3198 10739]
6967,[11345 12480  4248 19047 23093 21592  7844 13120  2007 14790]
6968,[ 4368 13992 11302  9602  2345 15335  4359 14358 11491  4789]
6969,[ 2201 14575  8141 11959  7248  5048 19765  1201  1746 22506]
